Country_Code,Country,Year,Series,Value
678,Sao Tome and Principe,2010,Life expectancy at birth for both sexes (years),65.2
678,Sao Tome and Principe,2010,Life expectancy at birth for males (years),62.9
678,Sao Tome and Principe,2010,Life expectancy at birth for females (years),67.8
678,Sao Tome and Principe,2015,Population annual rate of increase (percent),1.8
678,Sao Tome and Principe,2015,Total fertility rate (children per women),4.4
678,Sao Tome and Principe,2015,"Infant mortality for both sexes (per 1,000 live births)",17.8
678,Sao Tome and Principe,2015,"Maternal mortality ratio (deaths per 100,000 population)",139
678,Sao Tome and Principe,2015,Life expectancy at birth for both sexes (years),67.2
678,Sao Tome and Principe,2015,Life expectancy at birth for males (years),64.6
678,Sao Tome and Principe,2015,Life expectancy at birth for females (years),70.2
678,Sao Tome and Principe,2020,Population annual rate of increase (percent),2.2
678,Sao Tome and Principe,2020,Total fertility rate (children per women),3.9
678,Sao Tome and Principe,2020,"Infant mortality for both sexes (per 1,000 live births)",12.6
678,Sao Tome and Principe,2020,"Maternal mortality ratio (deaths per 100,000 population)",146
678,Sao Tome and Principe,2020,Life expectancy at birth for both sexes (years),67.8
678,Sao Tome and Principe,2020,Life expectancy at birth for males (years),65.2
678,Sao Tome and Principe,2020,Life expectancy at birth for females (years),70.9
678,Sao Tome and Principe,2022,Population annual rate of increase (percent),2
678,Sao Tome and Principe,2022,Total fertility rate (children per women),3.8
678,Sao Tome and Principe,2022,"Infant mortality for both sexes (per 1,000 live births)",12.6
678,Sao Tome and Principe,2022,Life expectancy at birth for both sexes (years),68.8
678,Sao Tome and Principe,2022,Life expectancy at birth for males (years),66.1
678,Sao Tome and Principe,2022,Life expectancy at birth for females (years),71.9
682,Saudi Arabia,2010,Population annual rate of increase (percent),2.7
682,Saudi Arabia,2010,Total fertility rate (children per women),2.9
682,Saudi Arabia,2010,"Infant mortality for both sexes (per 1,000 live births)",10.5
682,Saudi Arabia,2010,"Maternal mortality ratio (deaths per 100,000 population)",15
682,Saudi Arabia,2010,Life expectancy at birth for both sexes (years),75.8
682,Saudi Arabia,2010,Life expectancy at birth for males (years),74.5
682,Saudi Arabia,2010,Life expectancy at birth for females (years),77.6
682,Saudi Arabia,2015,Population annual rate of increase (percent),1.9
682,Saudi Arabia,2015,Total fertility rate (children per women),2.6
682,Saudi Arabia,2015,"Infant mortality for both sexes (per 1,000 live births)",7.8
682,Saudi Arabia,2015,"Maternal mortality ratio (deaths per 100,000 population)",16
682,Saudi Arabia,2015,Life expectancy at birth for both sexes (years),76.9
682,Saudi Arabia,2015,Life expectancy at birth for males (years),75.8
682,Saudi Arabia,2015,Life expectancy at birth for females (years),78.6
682,Saudi Arabia,2020,Population annual rate of increase (percent),-1.3
682,Saudi Arabia,2020,Total fertility rate (children per women),2.5
682,Saudi Arabia,2020,"Infant mortality for both sexes (per 1,000 live births)",6
682,Saudi Arabia,2020,"Maternal mortality ratio (deaths per 100,000 population)",16
682,Saudi Arabia,2020,Life expectancy at birth for both sexes (years),76.2
682,Saudi Arabia,2020,Life expectancy at birth for males (years),75
682,Saudi Arabia,2020,Life expectancy at birth for females (years),78
682,Saudi Arabia,2022,Population annual rate of increase (percent),1.5
682,Saudi Arabia,2022,Total fertility rate (children per women),2.4
682,Saudi Arabia,2022,"Infant mortality for both sexes (per 1,000 live births)",5.5
682,Saudi Arabia,2022,Life expectancy at birth for both sexes (years),77.9
682,Saudi Arabia,2022,Life expectancy at birth for males (years),76.7
682,Saudi Arabia,2022,Life expectancy at birth for females (years),79.5
686,Senegal,2010,Population annual rate of increase (percent),2.7
686,Senegal,2010,Total fertility rate (children per women),5.1
686,Senegal,2010,"Infant mortality for both sexes (per 1,000 live births)",40
686,Senegal,2010,"Maternal mortality ratio (deaths per 100,000 population)",450
686,Senegal,2010,Life expectancy at birth for both sexes (years),64.6
686,Senegal,2010,Life expectancy at birth for males (years),62.8
686,Senegal,2010,Life expectancy at birth for females (years),66.3
686,Senegal,2015,Population annual rate of increase (percent),2.7
686,Senegal,2015,Total fertility rate (children per women),4.8
686,Senegal,2015,"Infant mortality for both sexes (per 1,000 live births)",31.5
686,Senegal,2015,"Maternal mortality ratio (deaths per 100,000 population)",321
686,Senegal,2015,Life expectancy at birth for both sexes (years),66.9
686,Senegal,2015,Life expectancy at birth for males (years),64.5
686,Senegal,2015,Life expectancy at birth for females (years),69.1
686,Senegal,2020,Population annual rate of increase (percent),2.7
686,Senegal,2020,Total fertility rate (children per women),4.5
686,Senegal,2020,"Infant mortality for both sexes (per 1,000 live births)",25.2
686,Senegal,2020,"Maternal mortality ratio (deaths per 100,000 population)",261
686,Senegal,2020,Life expectancy at birth for both sexes (years),68
686,Senegal,2020,Life expectancy at birth for males (years),65.6
686,Senegal,2020,Life expectancy at birth for females (years),70.3
686,Senegal,2022,Population annual rate of increase (percent),2.5
686,Senegal,2022,Total fertility rate (children per women),4.3
686,Senegal,2022,"Infant mortality for both sexes (per 1,000 live births)",21
686,Senegal,2022,Life expectancy at birth for both sexes (years),67.9
686,Senegal,2022,Life expectancy at birth for males (years),65.5
686,Senegal,2022,Life expectancy at birth for females (years),70.2
688,Serbia,2010,Population annual rate of increase (percent),-0.4
688,Serbia,2010,Total fertility rate (children per women),1.4
688,Serbia,2010,"Infant mortality for both sexes (per 1,000 live births)",5.9
688,Serbia,2010,"Maternal mortality ratio (deaths per 100,000 population)",14
688,Serbia,2010,Life expectancy at birth for both sexes (years),74.4
688,Serbia,2010,Life expectancy at birth for males (years),71.4
688,Serbia,2010,Life expectancy at birth for females (years),77.3
688,Serbia,2015,Population annual rate of increase (percent),-0.3
688,Serbia,2015,Total fertility rate (children per women),1.5
688,Serbia,2015,"Infant mortality for both sexes (per 1,000 live births)",4.6
688,Serbia,2015,"Maternal mortality ratio (deaths per 100,000 population)",13
688,Serbia,2015,Life expectancy at birth for both sexes (years),75.8
688,Serbia,2015,Life expectancy at birth for males (years),72.8
688,Serbia,2015,Life expectancy at birth for females (years),78.7
688,Serbia,2020,Population annual rate of increase (percent),-0.7
688,Serbia,2020,Total fertility rate (children per women),1.5
688,Serbia,2020,"Infant mortality for both sexes (per 1,000 live births)",4.4
688,Serbia,2020,"Maternal mortality ratio (deaths per 100,000 population)",10
688,Serbia,2020,Life expectancy at birth for both sexes (years),75.4
688,Serbia,2020,Life expectancy at birth for males (years),72.2
688,Serbia,2020,Life expectancy at birth for females (years),78.6
688,Serbia,2022,Population annual rate of increase (percent),-1.1
688,Serbia,2022,Total fertility rate (children per women),1.5
688,Serbia,2022,"Infant mortality for both sexes (per 1,000 live births)",4.4
688,Serbia,2022,Life expectancy at birth for both sexes (years),74.1
688,Serbia,2022,Life expectancy at birth for males (years),71.3
688,Serbia,2022,Life expectancy at birth for females (years),77
690,Seychelles,2010,Population annual rate of increase (percent),1.5
690,Seychelles,2010,Total fertility rate (children per women),2.2
690,Seychelles,2010,"Infant mortality for both sexes (per 1,000 live births)",12
690,Seychelles,2010,"Maternal mortality ratio (deaths per 100,000 population)",8
690,Seychelles,2010,Life expectancy at birth for both sexes (years),73
690,Seychelles,2010,Life expectancy at birth for males (years),68.8
690,Seychelles,2010,Life expectancy at birth for females (years),77.6
690,Seychelles,2015,Population annual rate of increase (percent),1.2
690,Seychelles,2015,Total fertility rate (children per women),2.3
690,Seychelles,2015,"Infant mortality for both sexes (per 1,000 live births)",12.6
690,Seychelles,2015,"Maternal mortality ratio (deaths per 100,000 population)",5
690,Seychelles,2015,Life expectancy at birth for both sexes (years),73.7
690,Seychelles,2015,Life expectancy at birth for males (years),69.7
690,Seychelles,2015,Life expectancy at birth for females (years),78.3
690,Seychelles,2020,Population annual rate of increase (percent),1
690,Seychelles,2020,Total fertility rate (children per women),2.4
690,Seychelles,2020,"Infant mortality for both sexes (per 1,000 live births)",11.9
690,Seychelles,2020,"Maternal mortality ratio (deaths per 100,000 population)",3
690,Seychelles,2020,Life expectancy at birth for both sexes (years),73.5
690,Seychelles,2020,Life expectancy at birth for males (years),69.7
690,Seychelles,2020,Life expectancy at birth for females (years),78.1
690,Seychelles,2022,Population annual rate of increase (percent),0.4
690,Seychelles,2022,Total fertility rate (children per women),2.3
690,Seychelles,2022,"Infant mortality for both sexes (per 1,000 live births)",11.4
690,Seychelles,2022,Life expectancy at birth for both sexes (years),71.7
690,Seychelles,2022,Life expectancy at birth for males (years),68.2
690,Seychelles,2022,Life expectancy at birth for females (years),76
694,Sierra Leone,2010,Population annual rate of increase (percent),2.7
694,Sierra Leone,2010,Total fertility rate (children per women),5.3
694,Sierra Leone,2010,"Infant mortality for both sexes (per 1,000 live births)",104.4
694,Sierra Leone,2010,"Maternal mortality ratio (deaths per 100,000 population)",837
694,Sierra Leone,2010,Life expectancy at birth for both sexes (years),53.7
694,Sierra Leone,2010,Life expectancy at birth for males (years),52.9
694,Sierra Leone,2010,Life expectancy at birth for females (years),54.5
694,Sierra Leone,2015,Population annual rate of increase (percent),2.4
694,Sierra Leone,2015,Total fertility rate (children per women),4.5
694,Sierra Leone,2015,"Infant mortality for both sexes (per 1,000 live births)",88.1
694,Sierra Leone,2015,"Maternal mortality ratio (deaths per 100,000 population)",588
694,Sierra Leone,2015,Life expectancy at birth for both sexes (years),57.2
694,Sierra Leone,2015,Life expectancy at birth for males (years),56.2
694,Sierra Leone,2015,Life expectancy at birth for females (years),58.2
694,Sierra Leone,2020,Population annual rate of increase (percent),2.3
694,Sierra Leone,2020,Total fertility rate (children per women),4.1
694,Sierra Leone,2020,"Infant mortality for both sexes (per 1,000 live births)",74.3
694,Sierra Leone,2020,"Maternal mortality ratio (deaths per 100,000 population)",443
694,Sierra Leone,2020,Life expectancy at birth for both sexes (years),59.8
694,Sierra Leone,2020,Life expectancy at birth for males (years),58.4
694,Sierra Leone,2020,Life expectancy at birth for females (years),61.1
694,Sierra Leone,2022,Population annual rate of increase (percent),2.1
694,Sierra Leone,2022,Total fertility rate (children per women),3.9
694,Sierra Leone,2022,"Infant mortality for both sexes (per 1,000 live births)",70
694,Sierra Leone,2022,Life expectancy at birth for both sexes (years),60.4
694,Sierra Leone,2022,Life expectancy at birth for males (years),59.1
694,Sierra Leone,2022,Life expectancy at birth for females (years),61.7
702,Singapore,2010,Population annual rate of increase (percent),2.6
702,Singapore,2010,Total fertility rate (children per women),1.2
702,Singapore,2010,"Infant mortality for both sexes (per 1,000 live births)",2.2
702,Singapore,2010,"Maternal mortality ratio (deaths per 100,000 population)",8
702,Singapore,2010,Life expectancy at birth for both sexes (years),81.7
702,Singapore,2010,Life expectancy at birth for males (years),79.3
702,Singapore,2010,Life expectancy at birth for females (years),84
702,Singapore,2015,Population annual rate of increase (percent),1.2
702,Singapore,2015,Total fertility rate (children per women),1.2
702,Singapore,2015,"Infant mortality for both sexes (per 1,000 live births)",2.1
702,Singapore,2015,"Maternal mortality ratio (deaths per 100,000 population)",8
702,Singapore,2015,Life expectancy at birth for both sexes (years),82.8
702,Singapore,2015,Life expectancy at birth for males (years),80.6
702,Singapore,2015,Life expectancy at birth for females (years),85
702,Singapore,2020,Population annual rate of increase (percent),0.6
702,Singapore,2020,Total fertility rate (children per women),1
702,Singapore,2020,"Infant mortality for both sexes (per 1,000 live births)",1.6
702,Singapore,2020,"Maternal mortality ratio (deaths per 100,000 population)",7
702,Singapore,2020,Life expectancy at birth for both sexes (years),82.9
702,Singapore,2020,Life expectancy at birth for males (years),80.5
702,Singapore,2020,Life expectancy at birth for females (years),85.3
702,Singapore,2022,Population annual rate of increase (percent),0.7
702,Singapore,2022,Total fertility rate (children per women),1
702,Singapore,2022,"Infant mortality for both sexes (per 1,000 live births)",1.7
702,Singapore,2022,Life expectancy at birth for both sexes (years),84.1
702,Singapore,2022,Life expectancy at birth for males (years),82
702,Singapore,2022,Life expectancy at birth for females (years),86.3
534,Sint Maarten (Dutch part),2010,Population annual rate of increase (percent),0.7
534,Sint Maarten (Dutch part),2010,Total fertility rate (children per women),1.8
534,Sint Maarten (Dutch part),2010,"Infant mortality for both sexes (per 1,000 live births)",15.1
534,Sint Maarten (Dutch part),2010,Life expectancy at birth for both sexes (years),75.1
534,Sint Maarten (Dutch part),2010,Life expectancy at birth for males (years),72.5
534,Sint Maarten (Dutch part),2010,Life expectancy at birth for females (years),78
534,Sint Maarten (Dutch part),2015,Population annual rate of increase (percent),2.9
534,Sint Maarten (Dutch part),2015,Total fertility rate (children per women),1.7
534,Sint Maarten (Dutch part),2015,"Infant mortality for both sexes (per 1,000 live births)",11.9
534,Sint Maarten (Dutch part),2015,Life expectancy at birth for both sexes (years),77
534,Sint Maarten (Dutch part),2015,Life expectancy at birth for males (years),74
534,Sint Maarten (Dutch part),2015,Life expectancy at birth for females (years),80.6
534,Sint Maarten (Dutch part),2022,Population annual rate of increase (percent),0
534,Sint Maarten (Dutch part),2022,Total fertility rate (children per women),1.6
534,Sint Maarten (Dutch part),2022,"Infant mortality for both sexes (per 1,000 live births)",13.9
534,Sint Maarten (Dutch part),2022,Life expectancy at birth for both sexes (years),74.4
534,Sint Maarten (Dutch part),2022,Life expectancy at birth for males (years),72
534,Sint Maarten (Dutch part),2022,Life expectancy at birth for females (years),77.1
703,Slovakia,2010,Population annual rate of increase (percent),0.1
703,Slovakia,2010,Total fertility rate (children per women),1.4
703,Slovakia,2010,"Infant mortality for both sexes (per 1,000 live births)",5.7
703,Slovakia,2010,"Maternal mortality ratio (deaths per 100,000 population)",5
703,Slovakia,2010,Life expectancy at birth for both sexes (years),75.5
703,Slovakia,2010,Life expectancy at birth for males (years),71.7
703,Slovakia,2010,Life expectancy at birth for females (years),79.2
703,Slovakia,2015,Population annual rate of increase (percent),0.1
703,Slovakia,2015,Total fertility rate (children per women),1.4
703,Slovakia,2015,"Infant mortality for both sexes (per 1,000 live births)",5.1
703,Slovakia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5
703,Slovakia,2015,Life expectancy at birth for both sexes (years),76.6
703,Slovakia,2015,Life expectancy at birth for males (years),73.1
703,Slovakia,2015,Life expectancy at birth for females (years),80.1
703,Slovakia,2020,Population annual rate of increase (percent),0
703,Slovakia,2020,Total fertility rate (children per women),1.6
703,Slovakia,2020,"Infant mortality for both sexes (per 1,000 live births)",4.9
703,Slovakia,2020,"Maternal mortality ratio (deaths per 100,000 population)",5
703,Slovakia,2020,Life expectancy at birth for both sexes (years),77
703,Slovakia,2020,Life expectancy at birth for males (years),73.6
703,Slovakia,2020,Life expectancy at birth for females (years),80.4
703,Slovakia,2022,Population annual rate of increase (percent),7.2
703,Slovakia,2022,Total fertility rate (children per women),1.6
703,Slovakia,2022,"Infant mortality for both sexes (per 1,000 live births)",4.7
703,Slovakia,2022,Life expectancy at birth for both sexes (years),75.3
703,Slovakia,2022,Life expectancy at birth for males (years),71.9
703,Slovakia,2022,Life expectancy at birth for females (years),78.8
705,Slovenia,2010,Population annual rate of increase (percent),0.6
705,Slovenia,2010,Total fertility rate (children per women),1.6
705,Slovenia,2010,"Infant mortality for both sexes (per 1,000 live births)",2.5
705,Slovenia,2010,"Maternal mortality ratio (deaths per 100,000 population)",6
705,Slovenia,2010,Life expectancy at birth for both sexes (years),79.7
705,Slovenia,2010,Life expectancy at birth for males (years),76.5
705,Slovenia,2010,Life expectancy at birth for females (years),82.7
705,Slovenia,2015,Population annual rate of increase (percent),0.5
705,Slovenia,2015,Total fertility rate (children per women),1.6
705,Slovenia,2015,"Infant mortality for both sexes (per 1,000 live births)",1.7
705,Slovenia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5
705,Slovenia,2015,Life expectancy at birth for both sexes (years),80.8
705,Slovenia,2015,Life expectancy at birth for males (years),78
705,Slovenia,2015,Life expectancy at birth for females (years),83.6
705,Slovenia,2020,Population annual rate of increase (percent),0.1
705,Slovenia,2020,Total fertility rate (children per women),1.6
705,Slovenia,2020,"Infant mortality for both sexes (per 1,000 live births)",2
705,Slovenia,2020,"Maternal mortality ratio (deaths per 100,000 population)",5
705,Slovenia,2020,Life expectancy at birth for both sexes (years),80.4
705,Slovenia,2020,Life expectancy at birth for males (years),77.6
705,Slovenia,2020,Life expectancy at birth for females (years),83.3
705,Slovenia,2022,Population annual rate of increase (percent),0
705,Slovenia,2022,Total fertility rate (children per women),1.6
705,Slovenia,2022,"Infant mortality for both sexes (per 1,000 live births)",1.4
705,Slovenia,2022,Life expectancy at birth for both sexes (years),82.1
705,Slovenia,2022,Life expectancy at birth for males (years),79.6
705,Slovenia,2022,Life expectancy at birth for females (years),84.6
90,Solomon Islands,2010,Population annual rate of increase (percent),2.4
90,Solomon Islands,2010,Total fertility rate (children per women),4.4
90,Solomon Islands,2010,"Infant mortality for both sexes (per 1,000 live births)",22
90,Solomon Islands,2010,"Maternal mortality ratio (deaths per 100,000 population)",147
90,Solomon Islands,2010,Life expectancy at birth for both sexes (years),68.7
90,Solomon Islands,2010,Life expectancy at birth for males (years),67.1
90,Solomon Islands,2010,Life expectancy at birth for females (years),70.6
90,Solomon Islands,2015,Population annual rate of increase (percent),2.5
90,Solomon Islands,2015,Total fertility rate (children per women),4.4
90,Solomon Islands,2015,"Infant mortality for both sexes (per 1,000 live births)",19.1
90,Solomon Islands,2015,"Maternal mortality ratio (deaths per 100,000 population)",141
90,Solomon Islands,2015,Life expectancy at birth for both sexes (years),69.6
90,Solomon Islands,2015,Life expectancy at birth for males (years),68.1
90,Solomon Islands,2015,Life expectancy at birth for females (years),71.2
90,Solomon Islands,2020,Population annual rate of increase (percent),2.4
90,Solomon Islands,2020,Total fertility rate (children per women),4
90,Solomon Islands,2020,"Infant mortality for both sexes (per 1,000 live births)",16.5
90,Solomon Islands,2020,"Maternal mortality ratio (deaths per 100,000 population)",122
90,Solomon Islands,2020,Life expectancy at birth for both sexes (years),70.2
90,Solomon Islands,2020,Life expectancy at birth for males (years),68.8
90,Solomon Islands,2020,Life expectancy at birth for females (years),71.8
90,Solomon Islands,2022,Population annual rate of increase (percent),2.2
90,Solomon Islands,2022,Total fertility rate (children per women),3.9
90,Solomon Islands,2022,"Infant mortality for both sexes (per 1,000 live births)",15.6
90,Solomon Islands,2022,Life expectancy at birth for both sexes (years),70.7
90,Solomon Islands,2022,Life expectancy at birth for males (years),69.3
90,Solomon Islands,2022,Life expectancy at birth for females (years),72.4
706,Somalia,2010,Population annual rate of increase (percent),2.5
706,Somalia,2010,Total fertility rate (children per women),7.3
706,Somalia,2010,"Infant mortality for both sexes (per 1,000 live births)",102.5
706,Somalia,2010,"Maternal mortality ratio (deaths per 100,000 population)",963
706,Somalia,2010,Life expectancy at birth for both sexes (years),50.6
706,Somalia,2010,Life expectancy at birth for males (years),48.7
706,Somalia,2010,Life expectancy at birth for females (years),52.5
706,Somalia,2015,Population annual rate of increase (percent),3.3
706,Somalia,2015,Total fertility rate (children per women),7
706,Somalia,2015,"Infant mortality for both sexes (per 1,000 live births)",83.9
706,Somalia,2015,"Maternal mortality ratio (deaths per 100,000 population)",761
706,Somalia,2015,Life expectancy at birth for both sexes (years),54.9
706,Somalia,2015,Life expectancy at birth for males (years),52.9
706,Somalia,2015,Life expectancy at birth for females (years),56.9
706,Somalia,2020,Population annual rate of increase (percent),3.2
706,Somalia,2020,Total fertility rate (children per women),6.4
706,Somalia,2020,"Infant mortality for both sexes (per 1,000 live births)",72.9
706,Somalia,2020,"Maternal mortality ratio (deaths per 100,000 population)",621
706,Somalia,2020,Life expectancy at birth for both sexes (years),56
706,Somalia,2020,Life expectancy at birth for males (years),54
706,Somalia,2020,Life expectancy at birth for females (years),58.1
706,Somalia,2022,Population annual rate of increase (percent),3
706,Somalia,2022,Total fertility rate (children per women),6.2
706,Somalia,2022,"Infant mortality for both sexes (per 1,000 live births)",66.2
706,Somalia,2022,Life expectancy at birth for both sexes (years),56.1
706,Somalia,2022,Life expectancy at birth for males (years),54.1
706,Somalia,2022,Life expectancy at birth for females (years),58.2
710,South Africa,2010,Population annual rate of increase (percent),1.2
710,South Africa,2010,Total fertility rate (children per women),2.4
710,South Africa,2010,"Infant mortality for both sexes (per 1,000 live births)",35.1
710,South Africa,2010,"Maternal mortality ratio (deaths per 100,000 population)",219
710,South Africa,2010,Life expectancy at birth for both sexes (years),58.9
710,South Africa,2010,Life expectancy at birth for males (years),56.1
710,South Africa,2010,Life expectancy at birth for females (years),61.3
710,South Africa,2015,Population annual rate of increase (percent),2.4
710,South Africa,2015,Total fertility rate (children per women),2.4
710,South Africa,2015,"Infant mortality for both sexes (per 1,000 live births)",27.8
710,South Africa,2015,"Maternal mortality ratio (deaths per 100,000 population)",141
710,South Africa,2015,Life expectancy at birth for both sexes (years),64
710,South Africa,2015,Life expectancy at birth for males (years),60.7
710,South Africa,2015,Life expectancy at birth for females (years),66.8
710,South Africa,2020,Population annual rate of increase (percent),1.1
710,South Africa,2020,Total fertility rate (children per women),2.4
710,South Africa,2020,"Infant mortality for both sexes (per 1,000 live births)",21.1
710,South Africa,2020,"Maternal mortality ratio (deaths per 100,000 population)",127
710,South Africa,2020,Life expectancy at birth for both sexes (years),65.3
710,South Africa,2020,Life expectancy at birth for males (years),62.2
710,South Africa,2020,Life expectancy at birth for females (years),68
710,South Africa,2022,Population annual rate of increase (percent),0.8
710,South Africa,2022,Total fertility rate (children per women),2.3
710,South Africa,2022,"Infant mortality for both sexes (per 1,000 live births)",28.1
710,South Africa,2022,Life expectancy at birth for both sexes (years),61.5
710,South Africa,2022,Life expectancy at birth for males (years),58.6
710,South Africa,2022,Life expectancy at birth for females (years),64.2
728,South Sudan,2010,Population annual rate of increase (percent),5.9
728,South Sudan,2010,Total fertility rate (children per women),5.4
728,South Sudan,2010,"Infant mortality for both sexes (per 1,000 live births)",69.4
728,South Sudan,2010,"Maternal mortality ratio (deaths per 100,000 population)","1,060"
728,South Sudan,2010,Life expectancy at birth for both sexes (years),54.8
728,South Sudan,2010,Life expectancy at birth for males (years),53.7
728,South Sudan,2010,Life expectancy at birth for females (years),55.8
728,South Sudan,2015,Population annual rate of increase (percent),1.1
728,South Sudan,2015,Total fertility rate (children per women),4.9
728,South Sudan,2015,"Infant mortality for both sexes (per 1,000 live births)",63.8
728,South Sudan,2015,"Maternal mortality ratio (deaths per 100,000 population)","1,225"
728,South Sudan,2015,Life expectancy at birth for both sexes (years),55.6
728,South Sudan,2015,Life expectancy at birth for males (years),53.9
728,South Sudan,2015,Life expectancy at birth for females (years),57.2
728,South Sudan,2020,Population annual rate of increase (percent),1.1
728,South Sudan,2020,Total fertility rate (children per women),4.5
728,South Sudan,2020,"Infant mortality for both sexes (per 1,000 live births)",63.8
728,South Sudan,2020,"Maternal mortality ratio (deaths per 100,000 population)","1,223"
728,South Sudan,2020,Life expectancy at birth for both sexes (years),55.5
728,South Sudan,2020,Life expectancy at birth for males (years),53.9
728,South Sudan,2020,Life expectancy at birth for females (years),57
728,South Sudan,2022,Population annual rate of increase (percent),1.5
728,South Sudan,2022,Total fertility rate (children per women),4.3
728,South Sudan,2022,"Infant mortality for both sexes (per 1,000 live births)",60.7
728,South Sudan,2022,Life expectancy at birth for both sexes (years),55.6
728,South Sudan,2022,Life expectancy at birth for males (years),54
728,South Sudan,2022,Life expectancy at birth for females (years),57
724,Spain,2010,Population annual rate of increase (percent),0.4
724,Spain,2010,Total fertility rate (children per women),1.4
724,Spain,2010,"Infant mortality for both sexes (per 1,000 live births)",3.2
724,Spain,2010,"Maternal mortality ratio (deaths per 100,000 population)",4
724,Spain,2010,Life expectancy at birth for both sexes (years),82
724,Spain,2010,Life expectancy at birth for males (years),79
724,Spain,2010,Life expectancy at birth for females (years),85
724,Spain,2015,Population annual rate of increase (percent),0
724,Spain,2015,Total fertility rate (children per women),1.3
724,Spain,2015,"Infant mortality for both sexes (per 1,000 live births)",2.6
724,Spain,2015,"Maternal mortality ratio (deaths per 100,000 population)",4
724,Spain,2015,Life expectancy at birth for both sexes (years),82.6
724,Spain,2015,Life expectancy at birth for males (years),79.9
724,Spain,2015,Life expectancy at birth for females (years),85.4
724,Spain,2020,Population annual rate of increase (percent),0.1
724,Spain,2020,Total fertility rate (children per women),1.2
724,Spain,2020,"Infant mortality for both sexes (per 1,000 live births)",2.5
724,Spain,2020,"Maternal mortality ratio (deaths per 100,000 population)",3
724,Spain,2020,Life expectancy at birth for both sexes (years),82.3
724,Spain,2020,Life expectancy at birth for males (years),79.6
724,Spain,2020,Life expectancy at birth for females (years),85
724,Spain,2022,Population annual rate of increase (percent),-0.1
724,Spain,2022,Total fertility rate (children per women),1.3
724,Spain,2022,"Infant mortality for both sexes (per 1,000 live births)",2.2
724,Spain,2022,Life expectancy at birth for both sexes (years),83.9
724,Spain,2022,Life expectancy at birth for males (years),81.2
724,Spain,2022,Life expectancy at birth for females (years),86.5
144,Sri Lanka,2010,Population annual rate of increase (percent),0.9
144,Sri Lanka,2010,Total fertility rate (children per women),2.2
144,Sri Lanka,2010,"Infant mortality for both sexes (per 1,000 live births)",9.7
144,Sri Lanka,2010,"Maternal mortality ratio (deaths per 100,000 population)",37
144,Sri Lanka,2010,Life expectancy at birth for both sexes (years),73.2
144,Sri Lanka,2010,Life expectancy at birth for males (years),69.2
144,Sri Lanka,2010,Life expectancy at birth for females (years),77.6
144,Sri Lanka,2015,Population annual rate of increase (percent),0.4
144,Sri Lanka,2015,Total fertility rate (children per women),2.1
144,Sri Lanka,2015,"Infant mortality for both sexes (per 1,000 live births)",7.5
144,Sri Lanka,2015,"Maternal mortality ratio (deaths per 100,000 population)",30
144,Sri Lanka,2015,Life expectancy at birth for both sexes (years),74.9
144,Sri Lanka,2015,Life expectancy at birth for males (years),71
144,Sri Lanka,2015,Life expectancy at birth for females (years),79
144,Sri Lanka,2020,Population annual rate of increase (percent),0.3
144,Sri Lanka,2020,Total fertility rate (children per women),2
144,Sri Lanka,2020,"Infant mortality for both sexes (per 1,000 live births)",5.9
144,Sri Lanka,2020,"Maternal mortality ratio (deaths per 100,000 population)",29
144,Sri Lanka,2020,Life expectancy at birth for both sexes (years),76.4
144,Sri Lanka,2020,Life expectancy at birth for males (years),72.6
144,Sri Lanka,2020,Life expectancy at birth for females (years),80.1
144,Sri Lanka,2022,Population annual rate of increase (percent),0.3
144,Sri Lanka,2022,Total fertility rate (children per women),2
144,Sri Lanka,2022,"Infant mortality for both sexes (per 1,000 live births)",5.5
144,Sri Lanka,2022,Life expectancy at birth for both sexes (years),76.6
144,Sri Lanka,2022,Life expectancy at birth for males (years),72.9
144,Sri Lanka,2022,Life expectancy at birth for females (years),80.2
275,State of Palestine,2010,Population annual rate of increase (percent),2.4
275,State of Palestine,2010,Total fertility rate (children per women),4.4
275,State of Palestine,2010,"Infant mortality for both sexes (per 1,000 live births)",18.6
275,State of Palestine,2010,"Maternal mortality ratio (deaths per 100,000 population)",43
275,State of Palestine,2010,Life expectancy at birth for both sexes (years),73
275,State of Palestine,2010,Life expectancy at birth for males (years),70.9
275,State of Palestine,2010,Life expectancy at birth for females (years),75.1
275,State of Palestine,2015,Population annual rate of increase (percent),2.4
275,State of Palestine,2015,Total fertility rate (children per women),4
275,State of Palestine,2015,"Infant mortality for both sexes (per 1,000 live births)",16.4
275,State of Palestine,2015,"Maternal mortality ratio (deaths per 100,000 population)",26
275,State of Palestine,2015,Life expectancy at birth for both sexes (years),74.4
275,State of Palestine,2015,Life expectancy at birth for males (years),72.4
275,State of Palestine,2015,Life expectancy at birth for females (years),76.4
275,State of Palestine,2020,Population annual rate of increase (percent),2.3
275,State of Palestine,2020,Total fertility rate (children per women),3.6
275,State of Palestine,2020,"Infant mortality for both sexes (per 1,000 live births)",14.1
275,State of Palestine,2020,"Maternal mortality ratio (deaths per 100,000 population)",20
275,State of Palestine,2020,Life expectancy at birth for both sexes (years),74.4
275,State of Palestine,2020,Life expectancy at birth for males (years),72.2
275,State of Palestine,2020,Life expectancy at birth for females (years),76.7
